airline,airlineID,sourceAirport,sourceAirportID,destAirport,destAirportID,codeshare,stops,equipment,distance
2B,410,CEK,2968,OVB,4078,,0,CR2,1338.6314665862067
2B,410,NJC,2972,SVX,2975,,0,CR2,1012.6027135761158
2B,410,NUX,4364,SVX,2975,,0,CR2,1324.6117527543267
2B,410,OVB,4078,CEK,2968,,0,CR2,1338.6314665862067
2B,410,OVB,4078,SVX,2975,,0,CR2,1370.297258632382
2B,410,SVX,2975,NJC,2972,,0,CR2,1012.6027135761158
2B,410,SVX,2975,NUX,4364,,0,CR2,1324.6117527543267
2B,410,SVX,2975,OVB,4078,,0,CR2,1370.297258632382
2G,1654,BTK,2936,IKT,2937,,0,A81,488.33962159397527
2G,1654,BTK,2936,OVB,4078,,0,A81,1199.3591559200308
2G,1654,CEK,2968,OVB,4078,,0,A81,1338.6314665862067
2G,1654,HTA,2935,IKT,2937,,0,AN4,608.6430610264199
2G,1654,IKT,2937,BTK,2936,,0,A81,488.33962159397527
2G,1654,IKT,2937,HTA,2935,,0,AN4,608.6430610264199
2G,1654,IKT,2937,KCK,\N,,0,AN4,655.1854494872141
2G,1654,IKT,2937,ODO,8944,,0,AN4,882.1865409507233
2G,1654,IKT,2937,OVB,4078,,0,A81,1458.824309959064
2G,1654,IKT,2937,UKX,6924,,0,AN4,517.4862726798776
2G,1654,IKT,2937,ULK,9026,,0,AN4,1134.5379651044464
2G,1654,IKT,2937,YKS,2923,,0,A81,1860.015151572239
2G,1654,KCK,\N,IKT,2937,,0,AN4,655.1854494872141
2G,1654,MJZ,2925,OVB,4078,,0,A81,1967.4878944895404
2G,1654,ODO,8944,IKT,2937,,0,AN4,882.1865409507233
2G,1654,OVB,4078,BTK,2936,,0,A81,1199.3591559200308
2G,1654,OVB,4078,CEK,2968,,0,A81,1338.6314665862067
2G,1654,OVB,4078,IKT,2937,,0,A81,1458.824309959064
2G,1654,UKX,6924,IKT,2937,,0,AN4,517.4862726798776
2G,1654,ULK,9026,IKT,2937,,0,AN4,1134.5379651044464
2G,1654,YKS,2923,IKT,2937,,0,A81,1860.015151572239
2P,897,BXU,4200,MNL,2397,,0,320,785.6636043607376
2P,897,CBO,2399,MNL,2397,,0,320,887.6554018895711
2P,897,CRM,6024,MNL,2397,,0,DH4,450.1057300369508
2P,897,DGT,2425,MNL,2397,,0,320,626.5736881526625
2P,897,DWC,8076,MNL,2397,,0,330,6929.057653383128
2P,897,GES,2402,MNL,2397,Y,0,320,1039.9236312136563
2P,897,KLO,2430,MNL,2397,,0,320,347.17620190869707
2P,897,LGP,4203,MNL,2397,,0,320,329.3862311299875
2P,897,MNL,2397,BXU,4200,,0,320,785.6636043607376
2P,897,MNL,2397,CBO,2399,,0,320,887.6554018895711
2P,897,MNL,2397,CRM,6024,,0,DH4,450.1057300369508
2P,897,MNL,2397,DGT,2425,,0,320,626.5736881526625
2P,897,MNL,2397,DWC,8076,,0,330,6929.057653383128
2P,897,MNL,2397,GES,2402,Y,0,320,1039.9236312136563
2P,897,MNL,2397,KLO,2430,,0,320,347.17620190869707
2P,897,MNL,2397,LGP,4203,,0,320,329.3862311299875
2P,897,MNL,2397,MPH,2426,,0,DH3,304.6045540866926
2P,897,MNL,2397,OZC,4204,,0,320,768.10565415533
2P,897,MNL,2397,PPS,2433,,0,320,584.1982735894983
2P,897,MNL,2397,RXS,6026,,0,320,374.10812080353105
2P,897,MNL,2397,SUG,6016,,0,DH4,717.159645177698
2P,897,MNL,2397,TUG,6021,,0,DH4,356.799048247548
2P,897,MNL,2397,ZAM,2404,,0,320,851.1508232458168
2P,897,MPH,2426,MNL,2397,,0,DH3,304.6045540866926
2P,897,OZC,4204,MNL,2397,,0,320,768.10565415533
2P,897,PPS,2433,MNL,2397,,0,320,584.1982735894983
2P,897,RXS,6026,MNL,2397,,0,320,374.10812080353105
2P,897,SUG,6016,MNL,2397,,0,DH4,717.159645177698
2P,897,TUG,6021,MNL,2397,,0,DH4,356.799048247548
2P,897,ZAM,2404,MNL,2397,,0,320,851.1508232458168
3K,3021,BKK,3885,SIN,3316,,0,320,1416.9035648215136
3K,3021,HAK,4120,SIN,3316,,0,320,2182.844838710807
3K,3021,HGH,3386,SIN,3316,,0,320,3650.0347636069764
3K,3021,HKG,3077,SIN,3316,,0,320,2565.5757784902503
3K,3021,HKT,3179,SIN,3316,,0,320,980.2218989938143
3K,3021,KIX,3992,MNL,2397,,0,320,2634.794394513902
3K,3021,KIX,3992,TPE,2276,,0,320,1702.9337846319083
3K,3021,KUL,3304,SIN,3316,,0,320,297.47222254317137
3K,3021,MNL,2397,KIX,3992,,0,320,2634.794394513902
3K,3021,MNL,2397,SIN,3316,,0,320,2374.851647744406
3K,3021,PEN,3308,SIN,3316,,0,320,602.3293429786164
3K,3021,PNH,3034,SIN,3316,,0,320,1137.661658482279
3K,3021,REP,3035,SIN,3316,,0,320,1341.2154539358335
3K,3021,RGN,3239,SIN,3316,,0,320,1931.909473583761
3K,3021,SGN,3205,SIN,3316,,0,320,1093.016647361484
3K,3021,SIN,3316,BKK,3885,,0,320,1416.9035648215136
3K,3021,SIN,3316,HAK,4120,,0,320,2182.844838710807
3K,3021,SIN,3316,HGH,3386,,0,320,3650.0347636069764
3K,3021,SIN,3316,HKG,3077,,0,320,2565.5757784902503
3K,3021,SIN,3316,HKT,3179,,0,320,980.2218989938143
3K,3021,SIN,3316,KUL,3304,,0,320,297.47222254317137
3K,3021,SIN,3316,MNL,2397,,0,320,2374.851647744406
3K,3021,SIN,3316,PEN,3308,,0,320,602.3293429786164
3K,3021,SIN,3316,PNH,3034,,0,320,1137.661658482279
3K,3021,SIN,3316,REP,3035,,0,320,1341.2154539358335
3K,3021,SIN,3316,RGN,3239,,0,320,1931.909473583761
3K,3021,SIN,3316,SGN,3205,,0,320,1093.016647361484
3K,3021,SIN,3316,SWA,4302,,0,320,2812.9254804803086
3K,3021,SIN,3316,TPE,2276,,0,320,3222.3828837296046
3K,3021,SWA,4302,SIN,3316,,0,320,2812.9254804803086
3K,3021,TPE,2276,KIX,3992,,0,320,1702.9337846319083
3K,3021,TPE,2276,SIN,3316,,0,320,3222.3828837296046
3U,4608,BHY,6351,XIY,3379,,0,321,1436.2494860263794
3U,4608,CAN,3370,CKG,3393,,0,321 320,965.640890647224
3U,4608,CAN,3370,CTU,3395,,0,321 320 330,1222.6284077580654
3U,4608,CGO,3375,CGQ,4380,,0,321,1463.4353523235736
3U,4608,CGO,3375,CKG,3393,,0,321,862.4493354273621
3U,4608,CGO,3375,CTU,3395,,0,321,1025.0271024559277
3U,4608,CGO,3375,HGH,3386,,0,320,781.2901044299466
3U,4608,CGO,3375,HRB,3400,,0,320,1620.678935421462
3U,4608,CGO,3375,KMG,3382,,0,320,1482.9691651171734
3U,4608,CGO,3375,URC,3399,,0,320,2485.613713390218
3U,4608,CGQ,4380,CGO,3375,,0,321,1463.4353523235736
3U,4608,CGQ,4380,NKG,3388,,0,320,1487.0688180684294
3U,4608,CGQ,4380,TNA,4108,,0,321,1068.4267192750676
3U,4608,CGQ,4380,TSN,3368,,0,320 319,879.4911360551006
3U,4608,CKG,3393,CAN,3370,,0,321 320,965.640890647224
3U,4608,CKG,3393,CGO,3375,,0,321,862.4493354273621
3U,4608,CKG,3393,CSX,3371,,0,319 321,662.126376438202
3U,4608,CKG,3393,CTU,3395,,0,330,276.1765540058017
3U,4608,CKG,3393,CZX,4109,,0,320,1277.259524807899
3U,4608,CKG,3393,DLC,3404,,0,320,1707.2298330222645
3U,4608,CKG,3393,DYG,6353,,0,320,374.4866129451761
3U,4608,CKG,3393,HAK,4120,,0,319,1153.8834583337255
3U,4608,CKG,3393,HGH,3386,,0,320 319,1328.8793183445155
3U,4608,CKG,3393,HKT,3179,,0,321,2554.6579709716716
3U,4608,CKG,3393,KHN,3384,,0,319,902.5763046441308
3U,4608,CKG,3393,KMG,3382,,0,319 320,630.6937859608279
3U,4608,CKG,3393,LHW,3378,,0,319 321,806.2550757364188
3U,4608,CKG,3393,LJG,4033,,0,319,711.9027459800927
3U,4608,CKG,3393,LXA,4097,,0,319,1521.7658654202028
3U,4608,CKG,3393,NGB,3387,,0,319,1429.4463772619022
3U,4608,CKG,3393,NKG,3388,,0,319,1188.7662294149957
3U,4608,CKG,3393,NNG,3373,,0,319,805.2729963650821
3U,4608,CKG,3393,PEK,3364,,0,321 319 320,1464.0097081882318
3U,4608,CKG,3393,PVG,3406,,0,320 319,1461.2107347843464
3U,4608,CKG,3393,PZI,6435,,0,319,591.9593714747509
3U,4608,CKG,3393,SWA,4302,,0,319,1195.3546921309996
3U,4608,CKG,3393,SYX,4030,,0,320,1300.0788968603324
3U,4608,CKG,3393,SZX,3374,,0,320,1063.1456741956613
3U,4608,CKG,3393,TNA,4108,,0,321,1261.8565441177855
3U,4608,CKG,3393,TSA,2275,,0,320,1558.6391400241764
3U,4608,CKG,3393,TSN,3368,,0,319,1432.3295344844062
3U,4608,CKG,3393,TYN,3369,,0,321,1049.7424549412692
3U,4608,CKG,3393,URC,3399,,0,320,2313.1532472978115
3U,4608,CKG,3393,WUH,3376,,0,319,736.1594957773094
3U,4608,CKG,3393,WUX,6390,,0,319,1333.2201914222167
3U,4608,CKG,3393,XIY,3379,,0,319,562.0029409151974
3U,4608,CKG,3393,XNN,6366,,0,320,869.4984324945889
3U,4608,CKG,3393,YIH,6361,,0,319,474.42156422181995
3U,4608,CKG,3393,ZHA,6357,,0,319,1016.3955125711433
3U,4608,CSX,3371,CKG,3393,,0,319 321,662.126376438202
3U,4608,CSX,3371,CTU,3395,,0,320,936.5698591021027
3U,4608,CSX,3371,FOC,3385,,0,320,685.3254655309713
3U,4608,CSX,3371,KMG,3382,,0,320,1078.3681946684724
3U,4608,CSX,3371,SHE,4144,,0,320,1761.2296124323539
3U,4608,CSX,3371,WNZ,6392,,0,319,749.4603310553023
3U,4608,CSX,3371,XMN,3383,,0,321,634.9914638143396
3U,4608,CTU,3395,CAN,3370,,0,321 320 330,1222.6284077580654
3U,4608,CTU,3395,CGO,3375,,0,321,1025.0271024559277
3U,4608,CTU,3395,CKG,3393,,0,330,276.1765540058017
3U,4608,CTU,3395,CSX,3371,,0,320,936.5698591021027
3U,4608,CTU,3395,DCY,9310,,0,319,400.2382234907472
3U,4608,CTU,3395,DSN,6434,,0,319,1127.0968710701718
3U,4608,CTU,3395,HAK,4120,,0,321,1351.825083858453
3U,4608,CTU,3395,HDG,8407,,0,319,1173.6513422980618
3U,4608,CTU,3395,HET,6345,,0,320,1344.1890685477522
3U,4608,CTU,3395,HFE,3389,,0,321,1276.3104564004
3U,4608,CTU,3395,HGH,3386,,0,320 319,1580.222375387982
3U,4608,CTU,3395,HKG,3077,,0,320,1351.6566549788797
3U,4608,CTU,3395,HKT,3179,,0,321,2565.709892019976
3U,4608,CTU,3395,ICN,3930,,0,321,2204.20841906803
3U,4608,CTU,3395,JHG,3381,,0,319,1008.0082849485904
3U,4608,CTU,3395,JIQ,8781,,0,320,484.7536156112623
3U,4608,CTU,3395,JZH,4301,,0,319,254.18635458299266
3U,4608,CTU,3395,KHN,3384,,0,321,1169.2861750457566
3U,4608,CTU,3395,KMG,3382,,0,320,617.1225240511029
3U,4608,CTU,3395,KOW,6379,,0,320,1183.442780607096
3U,4608,CTU,3395,KWE,3394,,0,320,528.6171723752445
3U,4608,CTU,3395,LHW,3378,,0,319,660.824767001687
3U,4608,CTU,3395,LJG,4033,,0,319,564.1709662419789
3U,4608,CTU,3395,LUM,6376,,0,319,869.8349017422847
3U,4608,CTU,3395,LXA,4097,,0,330 319,1263.3528240639637
3U,4608,CTU,3395,LZY,6402,,0,319,936.6210998462973
3U,4608,CTU,3395,NKG,3388,,0,319 320,1423.9540149608888
3U,4608,CTU,3395,NNG,3373,,0,319 320,980.508989428873
3U,4608,CTU,3395,PEK,3364,,0,330 321 320,1556.0636495367114
3U,4608,CTU,3395,PVG,3406,,0,321 330,1703.886492923019
3U,4608,CTU,3395,PZI,6435,,0,319,495.63007549118896
3U,4608,CTU,3395,SHE,4144,,0,330,2134.8229959291966
3U,4608,CTU,3395,SJW,6347,,0,320,1304.2791055316134
3U,4608,CTU,3395,SYX,4030,,0,321,1472.1759905543827
3U,4608,CTU,3395,SZX,3374,,0,320 321,1318.272030715979
3U,4608,CTU,3395,TAO,3390,,0,321,1647.705364687689
3U,4608,CTU,3395,TNA,4108,,0,321,1409.9498649266504
3U,4608,CTU,3395,TSA,2275,,0,320,1833.878022418567
3U,4608,CTU,3395,TSN,3368,,0,321,1545.5946911038232
3U,4608,CTU,3395,TYN,3369,,0,319,1127.3578424166913
3U,4608,CTU,3395,URC,3399,,0,319 330,2071.4970248104223
3U,4608,CTU,3395,WNZ,6392,,0,320,1665.0402684344454
3U,4608,CTU,3395,WUH,3376,,0,319,981.1806715093186
3U,4608,CTU,3395,WUX,6390,,0,320,1572.1620467373673
3U,4608,CTU,3395,WXN,6403,,0,319,429.6443358596069
3U,4608,CTU,3395,XIC,3396,,0,320,334.8555541464881
3U,4608,CTU,3395,XIY,3379,,0,320 319,622.7660519319485
3U,4608,CTU,3395,XMN,3383,,0,320,1548.8588644889758
3U,4608,CTU,3395,XNN,6366,,0,320,684.5764467712169
3U,4608,CTU,3395,XUZ,4149,,0,320,1334.8041219221727
3U,4608,CTU,3395,YIH,6361,,0,320,721.0946881782448
3U,4608,CTU,3395,YTY,8876,,0,319,1509.0395792044017
3U,4608,CZX,4109,CKG,3393,,0,320,1277.259524807899
3U,4608,CZX,4109,HRB,3400,,0,321,1622.3659650560276
3U,4608,CZX,4109,XMN,3383,,0,321,835.8969226020662
3U,4608,CZX,4109,ZUH,6355,,0,320,1271.1857960652278
3U,4608,DAT,6344,TYN,3369,,0,319,267.6385651986639
3U,4608,DCY,9310,CTU,3395,,0,319,400.2382234907472
3U,4608,DLC,3404,CKG,3393,,0,320,1707.2298330222645
3U,4608,DLC,3404,HGH,3386,,0,320,976.6473994833116
3U,4608,DLC,3404,HRB,3400,,0,320,835.2022496320753
3U,4608,DLC,3404,TNA,4108,,0,321,445.7890748751282
3U,4608,DLC,3404,XUZ,4149,,0,320,651.3102389178131
3U,4608,DNH,4308,LHW,3378,,0,319,868.2475034666295
3U,4608,DSN,6434,CTU,3395,,0,319,1127.0968710701718
3U,4608,DSN,6434,SHE,4144,,0,319,1173.869097439206
3U,4608,DYG,6353,CKG,3393,,0,320,374.4866129451761
3U,4608,DYG,6353,NKG,3388,,0,319,858.6327054413978
3U,4608,FOC,3385,CSX,3371,,0,320,685.3254655309713
3U,4608,FOC,3385,XIY,3379,,0,319,1410.8998118914028
3U,4608,GXH,9311,LXA,4097,,0,319,1262.9859757705644
3U,4608,GXH,9311,XIY,3379,,0,319,560.1700994876901
3U,4608,HAK,4120,CKG,3393,,0,319,1153.8834583337255
3U,4608,HAK,4120,CTU,3395,,0,321,1351.825083858453
3U,4608,HAK,4120,HGH,3386,,0,320,1521.3673152057308
3U,4608,HAK,4120,NGB,3387,,0,321,1560.7775520086227
3U,4608,HAK,4120,ZUH,6355,,0,320,380.4875569875634
3U,4608,HDG,8407,CTU,3395,,0,319,1173.6513422980618
3U,4608,HET,6345,CTU,3395,,0,320,1344.1890685477522
3U,4608,HFE,3389,CTU,3395,,0,321,1276.3104564004
3U,4608,HGH,3386,CGO,3375,,0,320,781.2901044299466
3U,4608,HGH,3386,CKG,3393,,0,320 319,1328.8793183445155
3U,4608,HGH,3386,CTU,3395,,0,319 320,1580.222375387982
3U,4608,HGH,3386,DLC,3404,,0,320,976.6473994833116
3U,4608,HGH,3386,HAK,4120,,0,320,1521.3673152057308
3U,4608,HGH,3386,KWE,3394,,0,320,1394.3037637636323
3U,4608,HGH,3386,TSN,3368,,0,320,1028.394720309062
3U,4608,HGH,3386,TYN,3369,,0,320,1102.122500701777
3U,4608,HKG,3077,CTU,3395,,0,320,1351.6566549788797
3U,4608,HKG,3077,YIH,6361,,0,320,948.5105105823757
3U,4608,HKG,3077,ZHA,6357,,0,319,386.9538369387505
3U,4608,HKT,3179,CKG,3393,,0,321,2554.6579709716716
3U,4608,HKT,3179,CTU,3395,,0,321,2565.709892019976
3U,4608,HRB,3400,CGO,3375,,0,320,1620.678935421462
3U,4608,HRB,3400,CZX,4109,,0,321,1622.3659650560276
3U,4608,HRB,3400,DLC,3404,,0,320,835.2022496320753
3U,4608,HRB,3400,NGB,3387,,0,321,1805.401778766208
3U,4608,HRB,3400,NKG,3388,,0,319,1669.6233296940966
3U,4608,HRB,3400,NZH,6954,,0,321,798.9665289173031
3U,4608,HRB,3400,SJW,6347,,0,321,1254.4828682920177
3U,4608,HRB,3400,TNA,4108,,0,320 321,1231.4718711035957
3U,4608,HRB,3400,TSN,3368,,0,321,1027.000352118981
3U,4608,HRB,3400,WNZ,6392,,0,321,2026.0055280185966
3U,4608,HRB,3400,WUH,3376,,0,321,1952.0825598802228
3U,4608,HRB,3400,XIY,3379,,0,321,1932.4884995411965
3U,4608,HRB,3400,XUZ,4149,,0,320 321,1482.6894852016715
3U,4608,ICN,3930,CTU,3395,,0,321,2204.20841906803
3U,4608,JGN,6432,LHW,3378,,0,319,592.187077937729
3U,4608,JHG,3381,CTU,3395,,0,319,1008.0082849485904
3U,4608,JHG,3381,KMG,3382,,0,319,412.1403468651478
3U,4608,JIQ,8781,CTU,3395,,0,320,484.7536156112623
3U,4608,JJN,6386,KWE,3394,,0,320,1196.834402013481
3U,4608,JJN,6386,WUH,3376,,0,319,792.9233570417357
3U,4608,JZH,4301,CTU,3395,,0,319,254.18635458299266
3U,4608,KHG,3397,URC,3399,,0,319,1065.9695594776233
3U,4608,KHN,3384,CKG,3393,,0,319,902.5763046441308
3U,4608,KHN,3384,CTU,3395,,0,321,1169.2861750457566
3U,4608,KHN,3384,KMG,3382,,0,319,1350.745952016512
3U,4608,KHN,3384,NGB,3387,,0,321,549.5442245749061
3U,4608,KMG,3382,CGO,3375,,0,320,1482.9691651171734
3U,4608,KMG,3382,CKG,3393,,0,319 320,630.6937859608279
3U,4608,KMG,3382,CSX,3371,,0,320,1078.3681946684724
3U,4608,KMG,3382,CTU,3395,,0,320,617.1225240511029
3U,4608,KMG,3382,JHG,3381,,0,319,412.1403468651478
3U,4608,KMG,3382,KHN,3384,,0,319,1350.745952016512
3U,4608,KMG,3382,KWE,3394,,0,320,419.14717130753723
3U,4608,KMG,3382,LUM,6376,,0,319,450.8178912051768
3U,4608,KMG,3382,NGB,3387,,0,320,1899.9369957659085
3U,4608,KMG,3382,NKG,3388,,0,320,1721.6746832886968
3U,4608,KMG,3382,TAO,3390,,0,320,2073.6809361749742
3U,4608,KMG,3382,TNA,4108,,0,320,1883.4802656945749
3U,4608,KMG,3382,TPE,2276,,0,320,1841.8327652576168
3U,4608,KMG,3382,WXN,6403,,0,320,832.7306181232656
3U,4608,KMG,3382,XIY,3379,,0,320,1180.7543194114035
3U,4608,KMG,3382,XMN,3383,,0,320,1534.3372232268882
3U,4608,KMG,3382,XUZ,4149,,0,320,1726.7762185493914
3U,4608,KOW,6379,CTU,3395,,0,320,1183.442780607096
3U,4608,KOW,6379,XMN,3383,,0,320,367.0531489955296
3U,4608,KWE,3394,CTU,3395,,0,320,528.6171723752445
3U,4608,KWE,3394,HGH,3386,,0,320,1394.3037637636323
3U,4608,KWE,3394,JJN,6386,,0,320,1196.834402013481
3U,4608,KWE,3394,KMG,3382,,0,320,419.14717130753723
3U,4608,KWE,3394,LHW,3378,,0,321,1149.38400494777
3U,4608,KWE,3394,SYX,4030,,0,321,954.175565572972
3U,4608,KWE,3394,WNZ,6392,,0,320,1396.8921405571707
3U,4608,KWE,3394,XUZ,4149,,0,321,1327.1859500996193
3U,4608,KWL,3372,SJW,6347,,0,321,1517.1974331115578
3U,4608,KWL,3372,SYX,4030,,0,320,771.651680057942
3U,4608,LHW,3378,CKG,3393,,0,319 321,806.2550757364188
3U,4608,LHW,3378,CTU,3395,,0,319,660.824767001687
3U,4608,LHW,3378,DNH,4308,,0,319,868.2475034666295
3U,4608,LHW,3378,JGN,6432,,0,319,592.187077937729
3U,4608,LHW,3378,KWE,3394,,0,321,1149.38400494777
3U,4608,LHW,3378,TSN,3368,,0,321,1238.734647656237
3U,4608,LJG,4033,CKG,3393,,0,319,711.9027459800927
3U,4608,LJG,4033,CTU,3395,,0,319,564.1709662419789
3U,4608,LJG,4033,MIG,6400,,0,319,685.1392897810244
3U,4608,LUM,6376,CTU,3395,,0,319,869.8349017422847
3U,4608,LUM,6376,KMG,3382,,0,319,450.8178912051768
3U,4608,LXA,4097,CKG,3393,,0,319,1521.7658654202028
3U,4608,LXA,4097,CTU,3395,,0,330 319,1263.3528240639637
3U,4608,LXA,4097,GXH,9311,,0,319,1262.9859757705644
3U,4608,LXA,4097,XIY,3379,,0,319,1776.3068843562007
3U,4608,LXA,4097,XNN,6366,,0,319,1312.1291335777557
3U,4608,LYI,6385,XIY,3379,,0,319 320,884.7635470959456
3U,4608,LZY,6402,CTU,3395,,0,319,936.6210998462973
3U,4608,MIG,6400,LJG,4033,,0,319,685.1392897810244
3U,4608,MIG,6400,NKG,3388,,0,319,1337.1019433500946
3U,4608,MIG,6400,SYX,4030,,0,320,1533.1204969922017
3U,4608,MIG,6400,XNN,6366,,0,320,619.1211745582663
3U,4608,NGB,3387,CKG,3393,,0,319,1429.4463772619022
3U,4608,NGB,3387,HAK,4120,,0,321,1560.7775520086227
3U,4608,NGB,3387,HRB,3400,,0,321,1805.401778766208
3U,4608,NGB,3387,KHN,3384,,0,321,549.5442245749061
3U,4608,NGB,3387,KMG,3382,,0,320,1899.9369957659085
3U,4608,NGB,3387,SHE,4144,,0,321,1326.0489236321907
3U,4608,NGB,3387,SYX,4030,,0,321,1769.1118417222453
3U,4608,NKG,3388,CGQ,4380,,0,320,1487.0688180684294
3U,4608,NKG,3388,CKG,3393,,0,319,1188.7662294149957
3U,4608,NKG,3388,CTU,3395,,0,319 320,1423.9540149608888
3U,4608,NKG,3388,DYG,6353,,0,319,858.6327054413978
3U,4608,NKG,3388,HRB,3400,,0,319,1669.6233296940966
3U,4608,NKG,3388,KMG,3382,,0,320,1721.6746832886968
3U,4608,NKG,3388,MIG,6400,,0,319,1337.1019433500946
3U,4608,NKG,3388,SYX,4030,,0,320,1769.8785741228135
3U,4608,NNG,3373,CKG,3393,,0,319,805.2729963650821
3U,4608,NNG,3373,CTU,3395,,0,319 320,980.508989428873
3U,4608,NNG,3373,SGN,3205,,0,320,1320.844447792289
3U,4608,NNG,3373,WUH,3376,,0,321,1088.4979407839191
3U,4608,NZH,6954,HRB,3400,,0,321,798.9665289173031
3U,4608,PEK,3364,CKG,3393,,0,319 321 320,1464.0097081882318
3U,4608,PEK,3364,CTU,3395,,0,321 320 330,1556.0636495367114
3U,4608,PEK,3364,WXN,6403,,0,320,1267.4784869780121
3U,4608,PEK,3364,ZHY,8043,,0,320,1027.8278366976338
3U,4608,PVG,3406,CKG,3393,,0,320 319,1461.2107347843464
3U,4608,PVG,3406,CTU,3395,,0,330 321,1703.886492923019
3U,4608,PZI,6435,CKG,3393,,0,319,591.9593714747509
3U,4608,PZI,6435,CTU,3395,,0,319,495.63007549118896
3U,4608,SGN,3205,NNG,3373,,0,320,1320.844447792289
3U,4608,SHE,4144,CSX,3371,,0,320,1761.2296124323539
3U,4608,SHE,4144,CTU,3395,,0,330,2134.8229959291966
3U,4608,SHE,4144,DSN,6434,,0,319,1173.869097439206
3U,4608,SHE,4144,NGB,3387,,0,321,1326.0489236321907
3U,4608,SHE,4144,TYN,3369,,0,321,1023.6800406850958
3U,4608,SHE,4144,XUZ,4149,,0,320,990.0669504087676
3U,4608,SJW,6347,CTU,3395,,0,320,1304.2791055316134
3U,4608,SJW,6347,HRB,3400,,0,321,1254.4828682920177
3U,4608,SJW,6347,KWL,3372,,0,321,1517.1974331115578
3U,4608,SWA,4302,CKG,3393,,0,319,1195.3546921309996
3U,4608,SYX,4030,CKG,3393,,0,320,1300.0788968603324
3U,4608,SYX,4030,CTU,3395,,0,321,1472.1759905543827
3U,4608,SYX,4030,KWE,3394,,0,321,954.175565572972
3U,4608,SYX,4030,KWL,3372,,0,320,771.651680057942
3U,4608,SYX,4030,MIG,6400,,0,320,1533.1204969922017
3U,4608,SYX,4030,NGB,3387,,0,321,1769.1118417222453
3U,4608,SYX,4030,NKG,3388,,0,320,1769.8785741228135
3U,4608,SYX,4030,TNA,4108,,0,321,2199.6630521190077
3U,4608,SYX,4030,WNZ,6392,,0,321,1582.7051832990642
3U,4608,SYX,4030,YBP,4110,,0,319,1267.9000708142353
3U,4608,SZX,3374,CKG,3393,,0,320,1063.1456741956613
3U,4608,SZX,3374,CTU,3395,,0,320 321,1318.272030715979
3U,4608,SZX,3374,WXN,6403,,0,319,1052.7051257981975
3U,4608,TAO,3390,CTU,3395,,0,321,1647.705364687689
3U,4608,TAO,3390,KMG,3382,,0,320,2073.6809361749742
3U,4608,TNA,4108,CGQ,4380,,0,321,1068.4267192750676
3U,4608,TNA,4108,CKG,3393,,0,321,1261.8565441177855
3U,4608,TNA,4108,CTU,3395,,0,321,1409.9498649266504
3U,4608,TNA,4108,DLC,3404,,0,321,445.7890748751282
3U,4608,TNA,4108,HRB,3400,,0,320 321,1231.4718711035957
3U,4608,TNA,4108,KMG,3382,,0,320,1883.4802656945749
3U,4608,TNA,4108,SYX,4030,,0,321,2199.6630521190077
3U,4608,TNA,4108,XIY,3379,,0,320,809.992000239969
3U,4608,TPE,2276,KMG,3382,,0,320,1841.8327652576168
3U,4608,TSA,2275,CKG,3393,,0,320,1558.6391400241764
3U,4608,TSA,2275,CTU,3395,,0,320,1833.878022418567
3U,4608,TSN,3368,CGQ,4380,,0,320 319,879.4911360551006
3U,4608,TSN,3368,CKG,3393,,0,319,1432.3295344844062
3U,4608,TSN,3368,CTU,3395,,0,321,1545.5946911038232
3U,4608,TSN,3368,HGH,3386,,0,320,1028.394720309062
3U,4608,TSN,3368,HRB,3400,,0,321,1027.000352118981
3U,4608,TSN,3368,LHW,3378,,0,321,1238.734647656237
3U,4608,TYN,3369,CKG,3393,,0,321,1049.7424549412692
3U,4608,TYN,3369,CTU,3395,,0,319,1127.3578424166913
3U,4608,TYN,3369,DAT,6344,,0,319,267.6385651986639
3U,4608,TYN,3369,HGH,3386,,0,320,1102.122500701777
3U,4608,TYN,3369,SHE,4144,,0,321,1023.6800406850958
3U,4608,URC,3399,CGO,3375,,0,320,2485.613713390218
3U,4608,URC,3399,CKG,3393,,0,320,2313.1532472978115
3U,4608,URC,3399,CTU,3395,,0,319 330,2071.4970248104223
3U,4608,URC,3399,KHG,3397,,0,319,1065.9695594776233
3U,4608,URC,3399,XIY,3379,,0,319,2105.230272825541
3U,4608,UYN,6368,XIY,3379,,0,319,441.4865985626296
3U,4608,WNZ,6392,CSX,3371,,0,319,749.4603310553023
3U,4608,WNZ,6392,CTU,3395,,0,320,1665.0402684344454
3U,4608,WNZ,6392,HRB,3400,,0,321,2026.0055280185966
3U,4608,WNZ,6392,KWE,3394,,0,320,1396.8921405571707
3U,4608,WNZ,6392,SYX,4030,,0,321,1582.7051832990642
3U,4608,WUH,3376,CKG,3393,,0,319,736.1594957773094
3U,4608,WUH,3376,CTU,3395,,0,319,981.1806715093186
3U,4608,WUH,3376,HRB,3400,,0,321,1952.0825598802228
3U,4608,WUH,3376,JJN,6386,,0,319,792.9233570417357
3U,4608,WUH,3376,NNG,3373,,0,321,1088.4979407839191
3U,4608,WUX,6390,CKG,3393,,0,319,1333.2201914222167
3U,4608,WUX,6390,CTU,3395,,0,320,1572.1620467373673
3U,4608,WXN,6403,CTU,3395,,0,319,429.6443358596069
3U,4608,WXN,6403,KMG,3382,,0,320,832.7306181232656
